id,likeNum,commentsLen,reposts_count,region,content,contentLen,created_at,type,detailUrl,authorAvatar,authorName,authorDetail,isVip
5044197213606064,571,56,27, 北京,"#黄誉博[超话]# hyb#黄誉博# 
“海涛哥 这是我的粉丝们”  http://t.cn/A6QvbFdV ​",94,2024-06-11,同城,https://weibo.com/5044197213606064/OixLPf86k,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/006GuuMtly8hpj96v9534j30u00u0q5r.jpg?KID=imgbed,tva&Expires=1718287524&ssig=oIsWdRItjH",麦璇风同学,https://weibo.com/u/6124671269,0
5044411031880481,2028,257,203, 北京,"去过好几个北京近郊或外地的汤泉小院儿，每次路途就累的够呛🚗这次终于开辟了“新天地”！打车四十多分钟就到了✌️

这个汤泉就在温度水城里，大门平平无奇，打开门简直就是后花园！面积不大但每一处都好用心⛲️园林庭院的感觉太好了🏡抬头能看到旁边的写字楼哈哈感觉还挺奇妙的~

房间里有室内 ​",1114,2024-06-12,同城,https://weibo.com/5044411031880481/OiDkH7Tcl,"https://tvax2.sinaimg.cn/crop.0.0.512.512.180/6ae4447dly8go872mdeo3j20e80e8q3s.jpg?KID=imgbed,tva&Expires=1718287524&ssig=dlNiTSrGYU",泥泥是妮妮,https://weibo.com/u/1793344637,0
5044787859687152,5,5,0, 北京,"live里不在意美丽
只有生命力  ​",48,2024-06-13,同城,https://weibo.com/5044787859687152/OiN8tEE4o,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/dce27b5bly8hikbd5r5mij20u00u03zv.jpg?KID=imgbed,tva&Expires=1718287524&ssig=gLiiNcMAtH",野兽蛋黄酥心派,https://weibo.com/u/3705830235,0
5044715089037195,5,1,0, 北京,终于还是等来了经管的毕业晚会，一年前还在感叹学姐她们，结果今天就到了自己#经管学院毕业生晚会#  ​,112,2024-06-13,同城,https://weibo.com/5044715089037195/OiLf6BUZd,"https://tvax2.sinaimg.cn/crop.0.0.512.512.180/007aamCsly8hqj07xsgszj30e80e8gml.jpg?KID=imgbed,tva&Expires=1718287524&ssig=KTNFp2u5cT",woli元气桃桃,https://weibo.com/u/6563163416,0
5044737230766108,43,2,0, 河南,"幸福有很多种 比如已经身在福中了❤️
接下来的日子就是 养好身体～ 捂白白 护肤🧴 ​",79,2024-06-13,同城,https://weibo.com/5044737230766108/OiLOP3diA,"https://tvax1.sinaimg.cn/crop.0.0.512.512.180/0065C6Kmly8hb526br90zj30e80e8mxx.jpg?KID=imgbed,tva&Expires=1718287524&ssig=dhr2REkKLc",橘色的丹丹皮,https://weibo.com/u/5579761074,0
5044159516513045,5,3,0, 北京,北京的雷电，大雨倾盆  http://t.cn/A6Hsm0aS ​,62,2024-06-11,同城,https://weibo.com/5044159516513045/OiwN1rkl7,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/3e001b9ely8hpxblnoi46j20u00u0dmy.jpg?KID=imgbed,tva&Expires=1718287524&ssig=tV916lzCgd",手机用户1040194462,https://weibo.com/u/1040194462,0
5044401438983381,12,5,0, 北京,强制开机  ​,29,2024-06-12,同城,https://weibo.com/5044401438983381/OiD5dBGZf,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/b17976a6ly8hqlsxhmhnxj20u00u0jth.jpg?KID=imgbed,tva&Expires=1718287524&ssig=PUbRLXJ2W9",脆皮拿铁老福贵,https://weibo.com/u/2977527462,0
5044514378748488,6,0,0, 北京,第一次在学校赶大集有点不适应  ​,48,2024-06-12,同城,https://weibo.com/5044514378748488/OiG1nAHSE,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/005DkwFHly8hp19ji0ahqj30u00u0421.jpg?KID=imgbed,tva&Expires=1718287524&ssig=qP2NtauEi2",明早起床瘦三金女士,https://weibo.com/u/5161833417,0
5044861131035437,5284,825,15, 黑龙江,凑巧延误 晚上应该会比较很晚播不播吧 http://t.cn/A6Q788Uk ​,56,2024-06-13,榜单,https://weibo.com/5044861131035437/OiP2F4lmB,"https://tvax4.sinaimg.cn/crop.0.0.868.868.180/005EUb7ply8h85rjjw7d0j30o40o43zd.jpg?KID=imgbed,tva&Expires=1718287528&ssig=YwJPqmHfGY",花小龙Oy,https://weibo.com/u/5185106711,0
5044856909208090,33286,3685,6594, 浙江,最近的加练“空中瑜伽”，威亚蛮好玩的，就是有点费我哈哈哈哈[笑cry]#允哒速递日常##好好吃饭# ​,89,2024-06-13,榜单,https://weibo.com/5044856909208090/OiOVQCDrA,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/9dc128d2ly8gdicoqqkw3j20u00u0dj3.jpg?KID=imgbed,tva&Expires=1718287528&ssig=aiEEAQuE0g",林允Jelly,https://weibo.com/u/2646681810,0
5044852913603097,8563,2616,2879, 山东,小浪@微博音乐 我也到青島了☝️不知道有沒有跟你擦肩而過😹最近晚上會有點涼爽，大家記得帶著長袖外套，小浪也是喔！#微博独家探班陶喆演唱会#  ​,156,2024-06-13,榜单,https://weibo.com/5044852913603097/OiOPpf7kt,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/001MmUngly8hg2fdt9egfj60u00u0whq02.jpg?KID=imgbed,tva&Expires=1718287528&ssig=yY2u1zzS4H",陶喆,https://weibo.com/u/1630856882,0
5044836826616063,18129,6089,9825, 上海,#六桃的闪光碎片# 与你相遇在那片海🌊 ​,37,2024-06-13,榜单,https://weibo.com/5044836826616063/OiOpsrL8H,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/001j1iccly8hlrunc4hfnj60e80e83yw02.jpg?KID=imgbed,tva&Expires=1718287528&ssig=tRYl080fnG",刘涛tamia,https://weibo.com/u/1197191492,0
5044853786280127,14907,3004,836, 湖南,"不怕被笑话 
我很不喜欢这个游戏 
因为从出生到现在我一次也没有夹到过 
是一次也没有 ​",80,2024-06-13,榜单,https://weibo.com/5044853786280127/OiOQOqlKn,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/001pITzOly8h4hwnrxoz4j60e80e8my902.jpg?KID=imgbed,tva&Expires=1718287528&ssig=yOb6fJ0fST",苏醒AllenSu,https://weibo.com/u/1296241304,0
5044391955662869,19023,781,653, 福建,"时代峰峻三代练习生的出道实录《登陆日》单人公式照官宣🈶 你最看好谁？

朱志鑫 | 张泽禹 | 张极 | 左航 | 苏新皓 
张峻豪 | 余宇涵 | 穆祉丞 | 陈天润 | 童禹坤 
邓佳鑫 | 黄朔 | 张子墨 | 姚星辰

 #攻击力极强的粉丝名# ​​​
#TF三代出道战单人公式照# ​​​ http://t.cn/A6QvepTD ​",269,2024-06-12,榜单,https://weibo.com/5044391955662869/OiCPVnLaB,"https://tvax4.sinaimg.cn/crop.0.0.766.766.180/0076IMQYly8h8v3sljwzqj30la0lawes.jpg?KID=imgbed,tva&Expires=1718287528&ssig=wN8SQDzqkg",新浪Fan娱乐,https://weibo.com/u/6512262068,0
5044003456419455,10846,1491,535, 四川,"#王者新英雄元流之子##新英雄元流之子即将上线体验服#
王者首个多职业自选英雄“元流之子”即将上线体验服！我们希望能为大家提供更自由个性化的英雄战斗体验，让玩家以更代入感的方式成为一个英雄[赢牛奶]

[星星]【自选职业】
元流之子可以解锁多种职业，每个职业有对应的一套技能组。本次体验服将抢 ​",656,2024-06-11,榜单,https://weibo.com/5044003456419455/OisJjqVZB,"https://tvax3.sinaimg.cn/crop.0.0.1024.1024.180/006dCke7ly8h8uyj78aq5j60sg0sg78502.jpg?KID=imgbed,tva&Expires=1718287528&ssig=68UlE19vdU",王者荣耀,https://weibo.com/u/5698023579,0
5044841828847052,12050,1098,378,无,"【#2023届本科生月均收入6050元#，#2023届本科生仅7%月均收入过万#】麦可思2024版就业蓝皮书（包括《2024年中国本科生就业报告》《2024年中国高职生就业报告》）数据显示，2023届本科、高职毕业生平均月收入分别为6050元、4683元，较上一届（本科：5990元，高职4595元）稳中有升。

报告显示，从应届大 ​",580,2024-06-13,榜单,https://weibo.com/5044841828847052/OiOxwB7wo,"https://tvax4.sinaimg.cn/crop.0.0.512.512.180/0026p7eXly8h8vhdgp7tej60e80e8wer02.jpg?KID=imgbed,tva&Expires=1718287528&ssig=dkYl1ChBCx",第一财经日报,https://weibo.com/u/1926909715,1
5044789135540468,4433,1127,50, 广东,"加加Ace3 Pro终于摸到了，同期唯一金属中框+3D一体化陶瓷，我数了一下是104道镭雕飞线纹理，质感做工可以直接比肩某高端大师万元机，懂？
第一次在中高档位见到这种质感的产品，这波可以锁定万元以内最强质感性能机[doge][doge] ​",211,2024-06-13,榜单,https://weibo.com/5044789135540468/OiNaxnfko,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/006BlblIly8gdim8sx8poj30u00u0adb.jpg?KID=imgbed,tva&Expires=1718287528&ssig=hx5xC7tiyn",数码闲聊站,https://weibo.com/u/6048569942,0
5044778490922616,3272,2466,5, 广东,"#2024KPL夏季赛# 常规赛第一轮W1D2
[星星]14:00 上海RNG.M vs 长沙TES.A #RNGM对战TES# 
[星星]17:00 南京Hero久竞 vs 上海EDG.M #Hero对战EDGM# 
[星星]20:00 杭州LGD.NBW vs 西安WE #LGD对阵WE# 

首发成员一人未变的上海@RNGM电子竞技俱乐部 与迎来@eStarPro黎明 (黎明) 加入的长沙 ​",617,2024-06-13,榜单,https://weibo.com/5044778490922616/OiMTn3S0U,"https://tvax3.sinaimg.cn/crop.0.0.600.600.180/6f0b57d3ly8hpxak2a0r3j20go0got9r.jpg?KID=imgbed,tva&Expires=1718287528&ssig=GB3qVkOQsz",KPL王者荣耀职业联赛,https://weibo.com/u/6074356560,0
5044843164206402,12093,1471,412, 浙江,📈400 万[心]该给大家来点什么福利呢[害羞][害羞][害羞]大胆说#墨雨云间##潘宥诚# ​,78,2024-06-13,榜单,https://weibo.com/5044843164206402/OiOzGhEhc,"https://tvax2.sinaimg.cn/crop.0.0.512.512.180/93fc3339ly8hqav8tk1utj20e80e8aau.jpg?KID=imgbed,tva&Expires=1718287528&ssig=81jtWpY4ge",潘宥诚,https://weibo.com/u/2482778937,0
5044828031420599,9993,225,57,无,#陈丽君电影新龙门客栈有望暑期上映# 第11届上海国际电影论坛暨展览会，UME\华人文化电影院线董事长苏佳透露：陈丽君李云霄主演的越剧电影《新龙门客栈》有望今年暑期上映。值得期待！#星光电影愿# http://t.cn/A6Q7lf27 ​,204,2024-06-13,榜单,https://weibo.com/5044828031420599/OiObh5XyT,"https://tvax3.sinaimg.cn/crop.0.0.640.640.180/61783df4ly8h8vga95tjhj20hs0hs0t8.jpg?KID=imgbed,tva&Expires=1718287528&ssig=axjfa5i7pY",1905电影网官博,https://weibo.com/u/1635270132,0
5044849859891923,53371,9870,38336, 北京,#618开心夜全阵容官宣# 6月17日19:30，来@湖南卫视 @芒果TV #618开心夜# @摩登兄弟刘宇宁 走入热血江湖，感受热辣人生，赏限定ost组曲舞台！ ​,131,2024-06-13,榜单,https://weibo.com/5044849859891923/OiOKtFvl9,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/007Z6Djfly8hldzi7n7acj30u00u040u.jpg?KID=imgbed,tva&Expires=1718287528&ssig=jU07XYKK%2Ft",刘宇宁LYN工作室,https://weibo.com/u/7315867397,0
5044741350101942,11910,565,323, 天津,"#龚俊大男主# 
龚俊的大男主剧《暗河传》开机了 晚上还有无人机应援
这是大男主的排面吗
#龚俊暗河传无人机应援##暗河传开机# ​",117,2024-06-13,榜单,https://weibo.com/5044741350101942/OiLVt0qwe,"https://tva1.sinaimg.cn/crop.0.0.750.750.180/6decce9fjw8evqwxuve23j20ku0kuta0.jpg?KID=imgbed,tva&Expires=1718287528&ssig=vr%2BxLFhOSX",娱乐圈外汉,https://weibo.com/u/1844235935,0
5044826476647003,17589,3626,3160, 上海,"#周深[超话]##2024周深9.29Hz巡回演唱会# 
倒数声声的尽头，是在璀璨灯光下同频的心跳。#周深成都演唱会# 观演攻略请查收~

初夏天气炎热，大家记得提前查看天气预报，做好防护措施，出行注意安全。愿大家能和周深@卡布叻_周深 共度属于9.29Hz频率的美好夜晚！ ​",241,2024-06-13,榜单,https://weibo.com/5044826476647003/OiO8LrTbJ,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/008a8vTgly8heihrtkqqjj30e80e83yq.jpg?KID=imgbed,tva&Expires=1718287528&ssig=R64ZC013fA",周深工作室,https://weibo.com/u/7478855230,0
5044806367844305,14995,1927,3872, 江苏,"主页：http://t.cn/A6ONnkH8 
uid：7651397103
这个邓为粉丝主页已经全部存证录屏啦

@上海九泽律师事务所官方微博 @肖战工作室 已存证发邮箱，注意查收[求饶]还有其他一些也都打包了，知道你们有告黑实绩，咱就是说一整个大期待！ ​",214,2024-06-13,榜单,https://weibo.com/5044806367844305/OiNCkwUF3,"https://tvax2.sinaimg.cn/crop.0.0.664.664.180/006gM25zly8hobrxxju22j30ig0igt9m.jpg?KID=imgbed,tva&Expires=1718287528&ssig=DrgQ%2BgmbPg",大姑娘12138,https://weibo.com/u/5744666145,0
